run,candidate,scenario,seed,cost,breach,gate_passed,mean_test_relative,robust_min_p05,dead_fold_fraction,avg_step_rate,avg_suppression_rate,validation_threshold_pass,validation_threshold_value,validation_threshold_threshold,active_fraction_pass,active_fraction_value,active_fraction_threshold,robust_min_threshold_pass,robust_min_threshold_value,robust_min_threshold_threshold
setA_2020_2026,objw05_ntb005,deepcheck_b12_s8080,17,5,False,True,-0.00013111732452386615,-0.0014149738770465824,0.0,,,True,0.00021782915273416137,0.0001,True,0.2,0.01,True,-0.0006555866226193308,-0.01
setA_2020_2026,objw05_ntb005,deepcheck_b12_s8080,17,10,False,True,-0.00013636609064739957,-0.0014708935516727028,0.0,,,True,0.0002087283471682966,0.0001,True,0.2,0.01,True,-0.0006818304532369979,-0.01
setA_2020_2026,objw05_ntb005,deepcheck_b12_s8080,17,15,False,True,-0.00014161474664144968,-0.0015029719842548806,0.0,,,True,0.00019962764380423436,0.0001,True,0.2,0.01,True,-0.0007080737332072484,-0.01
setA_2020_2026,objw05_ntb005_floor,baseline_b20_s4242,7,5,False,True,9.068322273453333e-05,-0.0019070133108081587,0.0,,,True,0.00029524623198966536,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,baseline_b20_s4242,7,10,False,True,6.577496373458836e-05,-0.002013815156184673,0.0,,,True,0.00027909203590374964,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,baseline_b20_s4242,7,15,False,True,4.08696067249803e-05,-0.002120606305045314,0.0,,,True,0.0002629381550678822,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,baseline_b20_s4242,17,5,False,True,9.068322273453333e-05,-0.002458985433169608,0.0,,,True,0.00029524623198966536,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,baseline_b20_s4242,17,10,False,True,6.577496373458836e-05,-0.002593533265514075,0.0,,,True,0.00027909203590374964,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,baseline_b20_s4242,17,15,False,True,4.08696067249803e-05,-0.002727851036798623,0.0,,,True,0.0002629381550678822,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,altblock_b16_s4242,7,5,False,True,9.068322273453333e-05,-0.0036454838797470635,0.0,,,True,0.00029524623198966536,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,altblock_b16_s4242,7,10,False,True,6.577496373458836e-05,-0.0037413300431199726,0.0,,,True,0.00027909203590374964,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,altblock_b16_s4242,7,15,False,True,4.08696067249803e-05,-0.003837167581525075,0.0,,,True,0.0002629381550678822,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,altblock_b16_s4242,17,5,False,True,9.068322273453333e-05,-0.0020454601119811286,0.0,,,True,0.00029524623198966536,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,altblock_b16_s4242,17,10,False,True,6.577496373458836e-05,-0.002153719794701492,0.0,,,True,0.00027909203590374964,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,altblock_b16_s4242,17,15,False,True,4.08696067249803e-05,-0.0022619683324116013,0.0,,,True,0.0002629381550678822,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,altseed_b20_s5252,7,5,False,True,9.068322273453333e-05,-0.0024277615313221313,0.0,,,True,0.00029524623198966536,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,altseed_b20_s5252,7,10,False,True,6.577496373458836e-05,-0.002586987205969704,0.0,,,True,0.00027909203590374964,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,altseed_b20_s5252,7,15,False,True,4.08696067249803e-05,-0.002746188640854069,0.0,,,True,0.0002629381550678822,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,altseed_b20_s5252,17,5,False,True,9.068322273453333e-05,-0.0018630384695054792,0.0,,,True,0.00029524623198966536,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,altseed_b20_s5252,17,10,False,True,6.577496373458836e-05,-0.001981490145426407,0.0,,,True,0.00027909203590374964,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,altseed_b20_s5252,17,15,False,True,4.08696067249803e-05,-0.0021087656060012673,0.0,,,True,0.0002629381550678822,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,deepcheck_b12_s8080,7,5,False,True,9.068322273453333e-05,-0.0017909707437669732,0.0,,,True,0.00029524623198966536,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,deepcheck_b12_s8080,7,10,False,True,6.577496373458836e-05,-0.0019494416655110424,0.0,,,True,0.00027909203590374964,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,deepcheck_b12_s8080,7,15,False,True,4.08696067249803e-05,-0.002121979529938084,0.0,,,True,0.0002629381550678822,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,deepcheck_b12_s8080,17,5,False,True,9.068322273453333e-05,-0.002117882270878335,0.0,,,True,0.00029524623198966536,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,deepcheck_b12_s8080,17,10,False,True,6.577496373458836e-05,-0.0022476653278756197,0.0,,,True,0.00027909203590374964,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor,deepcheck_b12_s8080,17,15,False,True,4.08696067249803e-05,-0.002376761546599737,0.0,,,True,0.0002629381550678822,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,baseline_b20_s4242,7,5,False,True,9.068322273453333e-05,-0.0019070133108081587,0.0,,,True,0.0003276265285996782,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,baseline_b20_s4242,7,10,False,True,6.577496373458836e-05,-0.002013815156184673,0.0,,,True,0.0003093438444849106,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,baseline_b20_s4242,7,15,False,True,4.08696067249803e-05,-0.002120606305045314,0.0,,,True,0.00029106148685857923,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,baseline_b20_s4242,17,5,False,True,9.068322273453333e-05,-0.002458985433169608,0.0,,,True,0.0003276265285996782,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,baseline_b20_s4242,17,10,False,True,6.577496373458836e-05,-0.002593533265514075,0.0,,,True,0.0003093438444849106,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,baseline_b20_s4242,17,15,False,True,4.08696067249803e-05,-0.002727851036798623,0.0,,,True,0.00029106148685857923,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,altblock_b16_s4242,7,5,False,True,9.068322273453333e-05,-0.0036454838797470635,0.0,,,True,0.0003276265285996782,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,altblock_b16_s4242,7,10,False,True,6.577496373458836e-05,-0.0037413300431199726,0.0,,,True,0.0003093438444849106,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,altblock_b16_s4242,7,15,False,True,4.08696067249803e-05,-0.003837167581525075,0.0,,,True,0.00029106148685857923,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,altblock_b16_s4242,17,5,False,True,9.068322273453333e-05,-0.0020454601119811286,0.0,,,True,0.0003276265285996782,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,altblock_b16_s4242,17,10,False,True,6.577496373458836e-05,-0.002153719794701492,0.0,,,True,0.0003093438444849106,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,altblock_b16_s4242,17,15,False,True,4.08696067249803e-05,-0.0022619683324116013,0.0,,,True,0.00029106148685857923,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,altseed_b20_s5252,7,5,False,True,9.068322273453333e-05,-0.0024277615313221313,0.0,,,True,0.0003276265285996782,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,altseed_b20_s5252,7,10,False,True,6.577496373458836e-05,-0.002586987205969704,0.0,,,True,0.0003093438444849106,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,altseed_b20_s5252,7,15,False,True,4.08696067249803e-05,-0.002746188640854069,0.0,,,True,0.00029106148685857923,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,altseed_b20_s5252,17,5,False,True,9.068322273453333e-05,-0.0018630384695054792,0.0,,,True,0.0003276265285996782,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,altseed_b20_s5252,17,10,False,True,6.577496373458836e-05,-0.001981490145426407,0.0,,,True,0.0003093438444849106,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,altseed_b20_s5252,17,15,False,True,4.08696067249803e-05,-0.0021087656060012673,0.0,,,True,0.00029106148685857923,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,deepcheck_b12_s8080,7,5,False,True,9.068322273453333e-05,-0.0017909707437669732,0.0,,,True,0.0003276265285996782,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,deepcheck_b12_s8080,7,10,False,True,6.577496373458836e-05,-0.0019494416655110424,0.0,,,True,0.0003093438444849106,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,deepcheck_b12_s8080,7,15,False,True,4.08696067249803e-05,-0.002121979529938084,0.0,,,True,0.00029106148685857923,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,deepcheck_b12_s8080,17,5,False,True,9.068322273453333e-05,-0.002117882270878335,0.0,,,True,0.0003276265285996782,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,deepcheck_b12_s8080,17,10,False,True,6.577496373458836e-05,-0.0022476653278756197,0.0,,,True,0.0003093438444849106,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2020_2026,objw05_ntb005_floor_hardmin,deepcheck_b12_s8080,17,15,False,True,4.08696067249803e-05,-0.002376761546599737,0.0,,,True,0.00029106148685857923,0.0001,True,0.2,0.01,True,0.0,-0.01
setA_2015_2019,baseline_ntb005,baseline_b20_s4242,7,5,True,False,-0.004573740569913576,,0.0,,,True,0.004963072961968962,0.0001,True,1.0,0.01,False,-0.016805975832305586,-0.01
setA_2015_2019,baseline_ntb005,baseline_b20_s4242,7,10,True,False,-0.005453668333547301,,0.0,,,True,0.0038213894746836896,0.0001,True,1.0,0.01,False,-0.018126513452109028,-0.01
setA_2015_2019,baseline_ntb005,baseline_b20_s4242,7,15,True,False,-0.00650716610448252,,0.0,,,True,0.002696950739315707,0.0001,True,1.0,0.01,False,-0.01944533947176552,-0.01
setA_2015_2019,baseline_ntb005,baseline_b20_s4242,17,5,True,False,-0.004573740569913576,,0.0,,,True,0.004963072961968962,0.0001,True,1.0,0.01,False,-0.016805975832305586,-0.01
setA_2015_2019,baseline_ntb005,baseline_b20_s4242,17,10,True,False,-0.005453668333547301,,0.0,,,True,0.0038213894746836896,0.0001,True,1.0,0.01,False,-0.018126513452109028,-0.01
setA_2015_2019,baseline_ntb005,baseline_b20_s4242,17,15,True,False,-0.00650716610448252,,0.0,,,True,0.002696950739315707,0.0001,True,1.0,0.01,False,-0.01944533947176552,-0.01
setA_2015_2019,baseline_ntb005,altblock_b16_s4242,7,5,True,False,-0.004573740569913576,,0.0,,,True,0.004963072961968962,0.0001,True,1.0,0.01,False,-0.016805975832305586,-0.01
setA_2015_2019,baseline_ntb005,altblock_b16_s4242,7,10,True,False,-0.005453668333547301,,0.0,,,True,0.0038213894746836896,0.0001,True,1.0,0.01,False,-0.018126513452109028,-0.01
setA_2015_2019,baseline_ntb005,altblock_b16_s4242,7,15,True,False,-0.00650716610448252,,0.0,,,True,0.002696950739315707,0.0001,True,1.0,0.01,False,-0.01944533947176552,-0.01
setA_2015_2019,baseline_ntb005,altblock_b16_s4242,17,5,True,False,-0.004573740569913576,,0.0,,,True,0.004963072961968962,0.0001,True,1.0,0.01,False,-0.016805975832305586,-0.01
setA_2015_2019,baseline_ntb005,altblock_b16_s4242,17,10,True,False,-0.005453668333547301,,0.0,,,True,0.0038213894746836896,0.0001,True,1.0,0.01,False,-0.018126513452109028,-0.01
setA_2015_2019,baseline_ntb005,altblock_b16_s4242,17,15,True,False,-0.00650716610448252,,0.0,,,True,0.002696950739315707,0.0001,True,1.0,0.01,False,-0.01944533947176552,-0.01
setA_2015_2019,baseline_ntb005,altseed_b20_s5252,7,5,True,False,-0.004573740569913576,,0.0,,,True,0.004963072961968962,0.0001,True,1.0,0.01,False,-0.016805975832305586,-0.01
setA_2015_2019,baseline_ntb005,altseed_b20_s5252,7,10,True,False,-0.005453668333547301,,0.0,,,True,0.0038213894746836896,0.0001,True,1.0,0.01,False,-0.018126513452109028,-0.01
setA_2015_2019,baseline_ntb005,altseed_b20_s5252,7,15,True,False,-0.00650716610448252,,0.0,,,True,0.002696950739315707,0.0001,True,1.0,0.01,False,-0.01944533947176552,-0.01
setA_2015_2019,baseline_ntb005,altseed_b20_s5252,17,5,True,False,-0.004573740569913576,,0.0,,,True,0.004963072961968962,0.0001,True,1.0,0.01,False,-0.016805975832305586,-0.01
setA_2015_2019,baseline_ntb005,altseed_b20_s5252,17,10,True,False,-0.005453668333547301,,0.0,,,True,0.0038213894746836896,0.0001,True,1.0,0.01,False,-0.018126513452109028,-0.01
setA_2015_2019,baseline_ntb005,altseed_b20_s5252,17,15,True,False,-0.00650716610448252,,0.0,,,True,0.002696950739315707,0.0001,True,1.0,0.01,False,-0.01944533947176552,-0.01
setA_2015_2019,baseline_ntb005,deepcheck_b12_s8080,7,5,True,False,-0.004573740569913576,,0.0,,,True,0.004963072961968962,0.0001,True,1.0,0.01,False,-0.016805975832305586,-0.01
setA_2015_2019,baseline_ntb005,deepcheck_b12_s8080,7,10,True,False,-0.005453668333547301,,0.0,,,True,0.0038213894746836896,0.0001,True,1.0,0.01,False,-0.018126513452109028,-0.01
setA_2015_2019,baseline_ntb005,deepcheck_b12_s8080,7,15,True,False,-0.00650716610448252,,0.0,,,True,0.002696950739315707,0.0001,True,1.0,0.01,False,-0.01944533947176552,-0.01
setA_2015_2019,baseline_ntb005,deepcheck_b12_s8080,17,5,True,False,-0.004573740569913576,,0.0,,,True,0.004963072961968962,0.0001,True,1.0,0.01,False,-0.016805975832305586,-0.01
setA_2015_2019,baseline_ntb005,deepcheck_b12_s8080,17,10,True,False,-0.005453668333547301,,0.0,,,True,0.0038213894746836896,0.0001,True,1.0,0.01,False,-0.018126513452109028,-0.01
setA_2015_2019,baseline_ntb005,deepcheck_b12_s8080,17,15,True,False,-0.00650716610448252,,0.0,,,True,0.002696950739315707,0.0001,True,1.0,0.01,False,-0.01944533947176552,-0.01
setA_2015_2019,objw05_ntb005,baseline_b20_s4242,7,5,True,False,0.0,0.0,0.0,,,False,0.0,0.0001,False,0.0,0.01,True,0.0,-0.01
setA_2015_2019,objw05_ntb005,baseline_b20_s4242,7,10,True,False,0.0,0.0,0.0,,,False,0.0,0.0001,False,0.0,0.01,True,0.0,-0.01
setA_2015_2019,objw05_ntb005,baseline_b20_s4242,7,15,True,False,0.0,0.0,0.0,,,False,0.0,0.0001,False,0.0,0.01,True,0.0,-0.01
setA_2015_2019,objw05_ntb005,baseline_b20_s4242,17,5,False,True,-0.00011793790922414172,-0.0017285458273511467,0.0,,,True,0.00010906282095430875,0.0001,True,0.2,0.01,True,-0.0005896895461207086,-0.01
setA_2015_2019,objw05_ntb005,baseline_b20_s4242,17,10,False,True,-0.00012611181586288378,-0.0017589535430276027,0.0,,,True,0.00010531369687205583,0.0001,True,0.2,0.01,True,-0.0006305590793144189,-0.01
setA_2015_2019,objw05_ntb005,baseline_b20_s4242,17,15,False,True,-0.00013428544307076963,-0.0017893604353717008,0.0,,,True,0.00010156462546846434,0.0001,True,0.2,0.01,True,-0.0006714272153538481,-0.01
setA_2015_2019,objw05_ntb005,altblock_b16_s4242,7,5,True,False,0.0,0.0,0.0,,,False,0.0,0.0001,False,0.0,0.01,True,0.0,-0.01
setA_2015_2019,objw05_ntb005,altblock_b16_s4242,7,10,True,False,0.0,0.0,0.0,,,False,0.0,0.0001,False,0.0,0.01,True,0.0,-0.01
setA_2015_2019,objw05_ntb005,altblock_b16_s4242,7,15,True,False,0.0,0.0,0.0,,,False,0.0,0.0001,False,0.0,0.01,True,0.0,-0.01
setA_2015_2019,objw05_ntb005,altblock_b16_s4242,17,5,True,False,0.0,0.0,0.0,,,False,0.0,0.0001,False,0.0,0.01,True,0.0,-0.01
setA_2015_2019,objw05_ntb005,altblock_b16_s4242,17,10,True,False,0.0,0.0,0.0,,,False,0.0,0.0001,False,0.0,0.01,True,0.0,-0.01
setA_2015_2019,objw05_ntb005,altblock_b16_s4242,17,15,True,False,0.0,0.0,0.0,,,False,0.0,0.0001,False,0.0,0.01,True,0.0,-0.01
